Region,Country,State,City,Month,Day,Year,AvgTemperature,Degree Celsius
Africa,Kenya,,Nairobi,1,1,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,1,2,1995,73.7,23.16666667
Africa,Kenya,,Nairobi,1,3,1995,71.4,21.88888889
Africa,Kenya,,Nairobi,1,4,1995,68.4,20.22222222
Africa,Kenya,,Nairobi,1,5,1995,65.3,18.5
Africa,Kenya,,Nairobi,1,6,1995,70,21.11111111
Africa,Kenya,,Nairobi,1,7,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,1,8,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,1,9,1995,64.1,17.83333333
Africa,Kenya,,Nairobi,1,10,1995,74.3,23.5
Africa,Kenya,,Nairobi,1,11,1995,68.3,20.16666667
Africa,Kenya,,Nairobi,1,12,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,1,13,1995,69.5,20.83333333
Africa,Kenya,,Nairobi,1,14,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,1,15,1995,71.1,21.72222222
Africa,Kenya,,Nairobi,1,16,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,1,17,1995,66.7,19.27777778
Africa,Kenya,,Nairobi,1,18,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,1,19,1995,75.3,24.05555556
Africa,Kenya,,Nairobi,1,20,1995,81.5,27.5
Africa,Kenya,,Nairobi,1,21,1995,67.1,19.5
Africa,Kenya,,Nairobi,1,22,1995,74.5,23.61111111
Africa,Kenya,,Nairobi,1,23,1995,69.2,20.66666667
Africa,Kenya,,Nairobi,1,24,1995,76.3,24.61111111
Africa,Kenya,,Nairobi,1,25,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,1,26,1995,73.5,23.05555556
Africa,Kenya,,Nairobi,1,27,1995,69.8,21
Africa,Kenya,,Nairobi,1,28,1995,68.4,20.22222222
Africa,Kenya,,Nairobi,1,29,1995,74,23.33333333
Africa,Kenya,,Nairobi,1,30,1995,73,22.77777778
Africa,Kenya,,Nairobi,1,31,1995,77.7,25.38888889
Africa,Kenya,,Nairobi,2,1,1995,66.5,19.16666667
Africa,Kenya,,Nairobi,2,2,1995,72.4,22.44444444
Africa,Kenya,,Nairobi,2,3,1995,63.5,17.5
Africa,Kenya,,Nairobi,2,4,1995,76.2,24.55555556
Africa,Kenya,,Nairobi,2,5,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,2,6,1995,74.8,23.77777778
Africa,Kenya,,Nairobi,2,7,1995,76.3,24.61111111
Africa,Kenya,,Nairobi,2,8,1995,74.5,23.61111111
Africa,Kenya,,Nairobi,2,9,1995,67.2,19.55555556
Africa,Kenya,,Nairobi,2,10,1995,73.2,22.88888889
Africa,Kenya,,Nairobi,2,11,1995,73,22.77777778
Africa,Kenya,,Nairobi,2,12,1995,72.7,22.61111111
Africa,Kenya,,Nairobi,2,13,1995,70.3,21.27777778
Africa,Kenya,,Nairobi,2,14,1995,73.9,23.27777778
Africa,Kenya,,Nairobi,2,15,1995,72.2,22.33333333
Africa,Kenya,,Nairobi,2,16,1995,70.3,21.27777778
Africa,Kenya,,Nairobi,2,17,1995,67.8,19.88888889
Africa,Kenya,,Nairobi,2,18,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,2,19,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,2,20,1995,74.2,23.44444444
Africa,Kenya,,Nairobi,2,21,1995,73.1,22.83333333
Africa,Kenya,,Nairobi,2,22,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,2,23,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,2,24,1995,66.1,18.94444444
Africa,Kenya,,Nairobi,2,25,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,2,26,1995,81,27.22222222
Africa,Kenya,,Nairobi,2,27,1995,74.1,23.38888889
Africa,Kenya,,Nairobi,2,28,1995,75.6,24.22222222
Africa,Kenya,,Nairobi,3,1,1995,73,22.77777778
Africa,Kenya,,Nairobi,3,2,1995,68.3,20.16666667
Africa,Kenya,,Nairobi,3,3,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,3,4,1995,68.1,20.05555556
Africa,Kenya,,Nairobi,3,5,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,3,6,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,3,7,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,3,8,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,3,9,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,3,10,1995,72,22.22222222
Africa,Kenya,,Nairobi,3,11,1995,73,22.77777778
Africa,Kenya,,Nairobi,3,12,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,3,13,1995,75.3,24.05555556
Africa,Kenya,,Nairobi,3,14,1995,71.9,22.16666667
Africa,Kenya,,Nairobi,3,15,1995,71.6,22
Africa,Kenya,,Nairobi,3,16,1995,69.7,20.94444444
Africa,Kenya,,Nairobi,3,17,1995,68.3,20.16666667
Africa,Kenya,,Nairobi,3,18,1995,68.3,20.16666667
Africa,Kenya,,Nairobi,3,19,1995,72,22.22222222
Africa,Kenya,,Nairobi,3,20,1995,72.4,22.44444444
Africa,Kenya,,Nairobi,3,21,1995,71.5,21.94444444
Africa,Kenya,,Nairobi,3,22,1995,72.1,22.27777778
Africa,Kenya,,Nairobi,3,23,1995,66,18.88888889
Africa,Kenya,,Nairobi,3,24,1995,65.7,18.72222222
Africa,Kenya,,Nairobi,3,25,1995,67,19.44444444
Africa,Kenya,,Nairobi,3,26,1995,67.3,19.61111111
Africa,Kenya,,Nairobi,3,27,1995,74,23.33333333
Africa,Kenya,,Nairobi,3,28,1995,72.4,22.44444444
Africa,Kenya,,Nairobi,3,29,1995,69.3,20.72222222
Africa,Kenya,,Nairobi,3,30,1995,72,22.22222222
Africa,Kenya,,Nairobi,3,31,1995,72.2,22.33333333
Africa,Kenya,,Nairobi,4,1,1995,67.7,19.83333333
Africa,Kenya,,Nairobi,4,2,1995,73.9,23.27777778
Africa,Kenya,,Nairobi,4,3,1995,73.8,23.22222222
Africa,Kenya,,Nairobi,4,4,1995,73.2,22.88888889
Africa,Kenya,,Nairobi,4,5,1995,65.4,18.55555556
Africa,Kenya,,Nairobi,4,6,1995,70.1,21.16666667
Africa,Kenya,,Nairobi,4,7,1995,70.2,21.22222222
Africa,Kenya,,Nairobi,4,8,1995,68.2,20.11111111
Africa,Kenya,,Nairobi,4,9,1995,71.3,21.83333333
Africa,Kenya,,Nairobi,4,10,1995,70.8,21.55555556
Africa,Kenya,,Nairobi,4,11,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,4,12,1995,68.2,20.11111111
Africa,Kenya,,Nairobi,4,13,1995,68.4,20.22222222
Africa,Kenya,,Nairobi,4,14,1995,72.4,22.44444444
Africa,Kenya,,Nairobi,4,15,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,4,16,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,4,17,1995,71.3,21.83333333
Africa,Kenya,,Nairobi,4,18,1995,65.6,18.66666667
Africa,Kenya,,Nairobi,4,19,1995,69.6,20.88888889
Africa,Kenya,,Nairobi,4,20,1995,69.2,20.66666667
Africa,Kenya,,Nairobi,4,21,1995,70.8,21.55555556
Africa,Kenya,,Nairobi,4,22,1995,71.2,21.77777778
Africa,Kenya,,Nairobi,4,23,1995,70.1,21.16666667
Africa,Kenya,,Nairobi,4,24,1995,76.9,24.94444444
Africa,Kenya,,Nairobi,4,25,1995,73.9,23.27777778
Africa,Kenya,,Nairobi,4,26,1995,73.1,22.83333333
Africa,Kenya,,Nairobi,4,27,1995,71.5,21.94444444
Africa,Kenya,,Nairobi,4,28,1995,67.6,19.77777778
Africa,Kenya,,Nairobi,4,29,1995,66.3,19.05555556
Africa,Kenya,,Nairobi,4,30,1995,71.6,22
Africa,Kenya,,Nairobi,5,1,1995,67.9,19.94444444
Africa,Kenya,,Nairobi,5,2,1995,65.1,18.38888889
Africa,Kenya,,Nairobi,5,3,1995,66.8,19.33333333
Africa,Kenya,,Nairobi,5,4,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,5,5,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,5,6,1995,70.6,21.44444444
Africa,Kenya,,Nairobi,5,7,1995,67,19.44444444
Africa,Kenya,,Nairobi,5,8,1995,72.3,22.38888889
Africa,Kenya,,Nairobi,5,9,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,5,10,1995,71.6,22
Africa,Kenya,,Nairobi,5,11,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,5,12,1995,67.3,19.61111111
Africa,Kenya,,Nairobi,5,13,1995,68.5,20.27777778
Africa,Kenya,,Nairobi,5,14,1995,66.2,19
Africa,Kenya,,Nairobi,5,15,1995,70.3,21.27777778
Africa,Kenya,,Nairobi,5,16,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,5,17,1995,71.4,21.88888889
Africa,Kenya,,Nairobi,5,18,1995,65.5,18.61111111
Africa,Kenya,,Nairobi,5,19,1995,67.8,19.88888889
Africa,Kenya,,Nairobi,5,20,1995,68,20
Africa,Kenya,,Nairobi,5,21,1995,69.8,21
Africa,Kenya,,Nairobi,5,22,1995,68,20
Africa,Kenya,,Nairobi,5,23,1995,69.6,20.88888889
Africa,Kenya,,Nairobi,5,24,1995,68,20
Africa,Kenya,,Nairobi,5,25,1995,69.8,21
Africa,Kenya,,Nairobi,5,26,1995,65.5,18.61111111
Africa,Kenya,,Nairobi,5,27,1995,69.7,20.94444444
Africa,Kenya,,Nairobi,5,28,1995,65.8,18.77777778
Africa,Kenya,,Nairobi,5,29,1995,64.4,18
Africa,Kenya,,Nairobi,5,30,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,5,31,1995,66.4,19.11111111
Africa,Kenya,,Nairobi,6,1,1995,68.9,20.5
Africa,Kenya,,Nairobi,6,2,1995,68.9,20.5
Africa,Kenya,,Nairobi,6,3,1995,67,19.44444444
Africa,Kenya,,Nairobi,6,4,1995,67.1,19.5
Africa,Kenya,,Nairobi,6,5,1995,71,21.66666667
Africa,Kenya,,Nairobi,6,6,1995,68.6,20.33333333
Africa,Kenya,,Nairobi,6,7,1995,68,20
Africa,Kenya,,Nairobi,6,8,1995,68.3,20.16666667
Africa,Kenya,,Nairobi,6,9,1995,67.9,19.94444444
Africa,Kenya,,Nairobi,6,10,1995,70.6,21.44444444
Africa,Kenya,,Nairobi,6,11,1995,69.8,21
Africa,Kenya,,Nairobi,6,12,1995,70.4,21.33333333
Africa,Kenya,,Nairobi,6,13,1995,68,20
Africa,Kenya,,Nairobi,6,14,1995,68.9,20.5
Africa,Kenya,,Nairobi,6,15,1995,69.2,20.66666667
Africa,Kenya,,Nairobi,6,16,1995,69.5,20.83333333
Africa,Kenya,,Nairobi,6,17,1995,65.3,18.5
Africa,Kenya,,Nairobi,6,18,1995,66.3,19.05555556
Africa,Kenya,,Nairobi,6,19,1995,66.5,19.16666667
Africa,Kenya,,Nairobi,6,20,1995,69.8,21
Africa,Kenya,,Nairobi,6,21,1995,69.6,20.88888889
Africa,Kenya,,Nairobi,6,22,1995,68.4,20.22222222
Africa,Kenya,,Nairobi,6,23,1995,69.2,20.66666667
Africa,Kenya,,Nairobi,6,24,1995,63.7,17.61111111
Africa,Kenya,,Nairobi,6,25,1995,61.1,16.16666667
Africa,Kenya,,Nairobi,6,26,1995,64.9,18.27777778
Africa,Kenya,,Nairobi,6,27,1995,64.5,18.05555556
Africa,Kenya,,Nairobi,6,28,1995,61.1,16.16666667
Africa,Kenya,,Nairobi,6,29,1995,66.9,19.38888889
Africa,Kenya,,Nairobi,6,30,1995,67.4,19.66666667
Africa,Kenya,,Nairobi,7,1,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,7,2,1995,65.7,18.72222222
Africa,Kenya,,Nairobi,7,3,1995,65.2,18.44444444
Africa,Kenya,,Nairobi,7,4,1995,63.6,17.55555556
Africa,Kenya,,Nairobi,7,5,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,7,6,1995,63.6,17.55555556
Africa,Kenya,,Nairobi,7,7,1995,66.7,19.27777778
Africa,Kenya,,Nairobi,7,8,1995,62.4,16.88888889
Africa,Kenya,,Nairobi,7,9,1995,63.2,17.33333333
Africa,Kenya,,Nairobi,7,10,1995,68.3,20.16666667
Africa,Kenya,,Nairobi,7,11,1995,66.9,19.38888889
Africa,Kenya,,Nairobi,7,12,1995,60.7,15.94444444
Africa,Kenya,,Nairobi,7,13,1995,61.8,16.55555556
Africa,Kenya,,Nairobi,7,14,1995,62.8,17.11111111
Africa,Kenya,,Nairobi,7,15,1995,65.1,18.38888889
Africa,Kenya,,Nairobi,7,16,1995,59.7,15.38888889
Africa,Kenya,,Nairobi,7,17,1995,63,17.22222222
Africa,Kenya,,Nairobi,7,18,1995,63.7,17.61111111
Africa,Kenya,,Nairobi,7,19,1995,67.1,19.5
Africa,Kenya,,Nairobi,7,20,1995,66.2,19
Africa,Kenya,,Nairobi,7,21,1995,63.1,17.27777778
Africa,Kenya,,Nairobi,7,22,1995,63.2,17.33333333
Africa,Kenya,,Nairobi,7,23,1995,66.6,19.22222222
Africa,Kenya,,Nairobi,7,24,1995,61.5,16.38888889
Africa,Kenya,,Nairobi,7,25,1995,60.3,15.72222222
Africa,Kenya,,Nairobi,7,26,1995,64.6,18.11111111
Africa,Kenya,,Nairobi,7,27,1995,62.4,16.88888889
Africa,Kenya,,Nairobi,7,28,1995,64.2,17.88888889
Africa,Kenya,,Nairobi,7,29,1995,64.6,18.11111111
Africa,Kenya,,Nairobi,7,30,1995,65.8,18.77777778
Africa,Kenya,,Nairobi,7,31,1995,64.5,18.05555556
Africa,Kenya,,Nairobi,8,1,1995,62.8,17.11111111
Africa,Kenya,,Nairobi,8,2,1995,67.3,19.61111111
Africa,Kenya,,Nairobi,8,3,1995,67.1,19.5
Africa,Kenya,,Nairobi,8,4,1995,67.6,19.77777778
Africa,Kenya,,Nairobi,8,5,1995,63.6,17.55555556
Africa,Kenya,,Nairobi,8,6,1995,72.3,22.38888889
Africa,Kenya,,Nairobi,8,7,1995,65.3,18.5
Africa,Kenya,,Nairobi,8,8,1995,68.2,20.11111111
Africa,Kenya,,Nairobi,8,9,1995,59.4,15.22222222
Africa,Kenya,,Nairobi,8,10,1995,63.8,17.66666667
Africa,Kenya,,Nairobi,8,11,1995,72.6,22.55555556
Africa,Kenya,,Nairobi,8,12,1995,60.7,15.94444444
Africa,Kenya,,Nairobi,8,13,1995,62.3,16.83333333
Africa,Kenya,,Nairobi,8,14,1995,62.4,16.88888889
Africa,Kenya,,Nairobi,8,15,1995,62.2,16.77777778
Africa,Kenya,,Nairobi,8,16,1995,61.2,16.22222222
Africa,Kenya,,Nairobi,8,17,1995,59.7,15.38888889
Africa,Kenya,,Nairobi,8,18,1995,67.7,19.83333333
Africa,Kenya,,Nairobi,8,19,1995,69.7,20.94444444
Africa,Kenya,,Nairobi,8,20,1995,67.4,19.66666667
Africa,Kenya,,Nairobi,8,21,1995,61.8,16.55555556
Africa,Kenya,,Nairobi,8,22,1995,67.1,19.5
Africa,Kenya,,Nairobi,8,23,1995,69.7,20.94444444
Africa,Kenya,,Nairobi,8,24,1995,75,23.88888889
Africa,Kenya,,Nairobi,8,25,1995,71.6,22
Africa,Kenya,,Nairobi,8,26,1995,68.4,20.22222222
Africa,Kenya,,Nairobi,8,27,1995,65.7,18.72222222
Africa,Kenya,,Nairobi,8,28,1995,62,16.66666667
Africa,Kenya,,Nairobi,8,29,1995,72.3,22.38888889
Africa,Kenya,,Nairobi,8,30,1995,66.5,19.16666667
Africa,Kenya,,Nairobi,8,31,1995,66.1,18.94444444
Africa,Kenya,,Nairobi,9,1,1995,70.3,21.27777778
Africa,Kenya,,Nairobi,9,2,1995,73.2,22.88888889
Africa,Kenya,,Nairobi,9,3,1995,68.6,20.33333333
Africa,Kenya,,Nairobi,9,4,1995,59.8,15.44444444
Africa,Kenya,,Nairobi,9,5,1995,64.3,17.94444444
Africa,Kenya,,Nairobi,9,6,1995,66,18.88888889
Africa,Kenya,,Nairobi,9,7,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,9,8,1995,62.5,16.94444444
Africa,Kenya,,Nairobi,9,9,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,9,10,1995,61.7,16.5
Africa,Kenya,,Nairobi,9,11,1995,63.8,17.66666667
Africa,Kenya,,Nairobi,9,12,1995,67.8,19.88888889
Africa,Kenya,,Nairobi,9,13,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,9,14,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,9,15,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,9,16,1995,68.8,20.44444444
Africa,Kenya,,Nairobi,9,17,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,9,18,1995,75.3,24.05555556
Africa,Kenya,,Nairobi,9,19,1995,69,20.55555556
Africa,Kenya,,Nairobi,9,20,1995,69,20.55555556
Africa,Kenya,,Nairobi,9,21,1995,68.9,20.5
Africa,Kenya,,Nairobi,9,22,1995,72.3,22.38888889
Africa,Kenya,,Nairobi,9,23,1995,71.7,22.05555556
Africa,Kenya,,Nairobi,9,24,1995,70.6,21.44444444
Africa,Kenya,,Nairobi,9,25,1995,73.1,22.83333333
Africa,Kenya,,Nairobi,9,26,1995,72.6,22.55555556
Africa,Kenya,,Nairobi,9,27,1995,67.8,19.88888889
Africa,Kenya,,Nairobi,9,28,1995,72.4,22.44444444
Africa,Kenya,,Nairobi,9,29,1995,71.6,22
Africa,Kenya,,Nairobi,9,30,1995,68.9,20.5
Africa,Kenya,,Nairobi,10,1,1995,63.6,17.55555556
Africa,Kenya,,Nairobi,10,2,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,10,3,1995,62.9,17.16666667
Africa,Kenya,,Nairobi,10,4,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,10,5,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,10,6,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,10,7,1995,63.2,17.33333333
Africa,Kenya,,Nairobi,10,8,1995,68.3,20.16666667
Africa,Kenya,,Nairobi,10,9,1995,71.5,21.94444444
Africa,Kenya,,Nairobi,10,10,1995,69.6,20.88888889
Africa,Kenya,,Nairobi,10,11,1995,73.1,22.83333333
Africa,Kenya,,Nairobi,10,12,1995,72.4,22.44444444
Africa,Kenya,,Nairobi,10,13,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,10,14,1995,66.7,19.27777778
Africa,Kenya,,Nairobi,10,15,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,10,16,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,10,17,1995,71,21.66666667
Africa,Kenya,,Nairobi,10,18,1995,75.5,24.16666667
Africa,Kenya,,Nairobi,10,19,1995,74.1,23.38888889
Africa,Kenya,,Nairobi,10,20,1995,73.1,22.83333333
Africa,Kenya,,Nairobi,10,21,1995,74.7,23.72222222
Africa,Kenya,,Nairobi,10,22,1995,71.3,21.83333333
Africa,Kenya,,Nairobi,10,23,1995,67.6,19.77777778
Africa,Kenya,,Nairobi,10,24,1995,71.2,21.77777778
Africa,Kenya,,Nairobi,10,25,1995,68.3,20.16666667
Africa,Kenya,,Nairobi,10,26,1995,66.7,19.27777778
Africa,Kenya,,Nairobi,10,27,1995,72.1,22.27777778
Africa,Kenya,,Nairobi,10,28,1995,70.3,21.27777778
Africa,Kenya,,Nairobi,10,29,1995,69.8,21
Africa,Kenya,,Nairobi,10,30,1995,70.4,21.33333333
Africa,Kenya,,Nairobi,10,31,1995,68.9,20.5
Africa,Kenya,,Nairobi,11,1,1995,71.5,21.94444444
Africa,Kenya,,Nairobi,11,2,1995,71.6,22
Africa,Kenya,,Nairobi,11,3,1995,63.9,17.72222222
Africa,Kenya,,Nairobi,11,4,1995,70.7,21.5
Africa,Kenya,,Nairobi,11,5,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,11,6,1995,71.9,22.16666667
Africa,Kenya,,Nairobi,11,7,1995,73.2,22.88888889
Africa,Kenya,,Nairobi,11,8,1995,75.3,24.05555556
Africa,Kenya,,Nairobi,11,9,1995,73.2,22.88888889
Africa,Kenya,,Nairobi,11,10,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,11,11,1995,69.3,20.72222222
Africa,Kenya,,Nairobi,11,12,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,11,13,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,11,14,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,11,15,1995,62.4,16.88888889
Africa,Kenya,,Nairobi,11,16,1995,71.3,21.83333333
Africa,Kenya,,Nairobi,11,17,1995,74.4,23.55555556
Africa,Kenya,,Nairobi,11,18,1995,72.6,22.55555556
Africa,Kenya,,Nairobi,11,19,1995,72.8,22.66666667
Africa,Kenya,,Nairobi,11,20,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,11,21,1995,72.1,22.27777778
Africa,Kenya,,Nairobi,11,22,1995,71.9,22.16666667
Africa,Kenya,,Nairobi,11,23,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,11,24,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,11,25,1995,66.9,19.38888889
Africa,Kenya,,Nairobi,11,26,1995,66.1,18.94444444
Africa,Kenya,,Nairobi,11,27,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,11,28,1995,72.3,22.38888889
Africa,Kenya,,Nairobi,11,29,1995,67.8,19.88888889
Africa,Kenya,,Nairobi,11,30,1995,66.6,19.22222222
Africa,Kenya,,Nairobi,12,1,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,12,2,1995,69.2,20.66666667
Africa,Kenya,,Nairobi,12,3,1995,61.8,16.55555556
Africa,Kenya,,Nairobi,12,4,1995,67.8,19.88888889
Africa,Kenya,,Nairobi,12,5,1995,68.5,20.27777778
Africa,Kenya,,Nairobi,12,6,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,12,7,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,12,8,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,12,9,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,12,10,1995,67.1,19.5
Africa,Kenya,,Nairobi,12,11,1995,67.1,19.5
Africa,Kenya,,Nairobi,12,12,1995,71.7,22.05555556
Africa,Kenya,,Nairobi,12,13,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,12,14,1995,68.2,20.11111111
Africa,Kenya,,Nairobi,12,15,1995,69.5,20.83333333
Africa,Kenya,,Nairobi,12,16,1995,68.9,20.5
Africa,Kenya,,Nairobi,12,17,1995,68.4,20.22222222
Africa,Kenya,,Nairobi,12,18,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,12,19,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,12,20,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,12,21,1995,71.6,22
Africa,Kenya,,Nairobi,12,22,1995,75.2,24
Africa,Kenya,,Nairobi,12,23,1995,67.3,19.61111111
Africa,Kenya,,Nairobi,12,24,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,12,25,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,12,26,1995,68.8,20.44444444
Africa,Kenya,,Nairobi,12,27,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,12,28,1995,66.9,19.38888889
Africa,Kenya,,Nairobi,12,29,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,12,30,1995,71.4,21.88888889
Africa,Kenya,,Nairobi,12,31,1995,-99,-72.77777778
Africa,Kenya,,Nairobi,1,1,1996,72.2,22.33333333
Africa,Kenya,,Nairobi,1,2,1996,72.2,22.33333333
Africa,Kenya,,Nairobi,1,3,1996,70.7,21.5
Africa,Kenya,,Nairobi,1,4,1996,75.9,24.38888889
Africa,Kenya,,Nairobi,1,5,1996,-99,-72.77777778
Africa,Kenya,,Nairobi,1,6,1996,70.2,21.22222222
Africa,Kenya,,Nairobi,1,7,1996,-99,-72.77777778
Africa,Kenya,,Nairobi,1,8,1996,-99,-72.77777778
Africa,Kenya,,Nairobi,1,9,1996,-99,-72.77777778
Africa,Kenya,,Nairobi,1,10,1996,74.6,23.66666667
Africa,Kenya,,Nairobi,1,11,1996,-99,-72.77777778
Africa,Kenya,,Nairobi,1,12,1996,76.1,24.5
Africa,Kenya,,Nairobi,1,13,1996,68.8,20.44444444
Africa,Kenya,,Nairobi,1,14,1996,70.5,21.38888889
Africa,Kenya,,Nairobi,1,15,1996,71.5,21.94444444
Africa,Kenya,,Nairobi,1,16,1996,73,22.77777778
Africa,Kenya,,Nairobi,1,17,1996,71.1,21.72222222
Africa,Kenya,,Nairobi,1,18,1996,69.5,20.83333333
Africa,Kenya,,Nairobi,1,19,1996,72.7,22.61111111
Africa,Kenya,,Nairobi,1,20,1996,76.1,24.5
Africa,Kenya,,Nairobi,1,21,1996,67.1,19.5
Africa,Kenya,,Nairobi,1,22,1996,71.3,21.83333333
Africa,Kenya,,Nairobi,1,23,1996,72.3,22.38888889
Africa,Kenya,,Nairobi,1,24,1996,70.3,21.27777778
Africa,Kenya,,Nairobi,1,25,1996,71.6,22
Africa,Kenya,,Nairobi,1,26,1996,72.7,22.61111111
Africa,Kenya,,Nairobi,1,27,1996,70.8,21.55555556
Africa,Kenya,,Nairobi,1,28,1996,72.8,22.66666667
Africa,Kenya,,Nairobi,1,29,1996,71.4,21.88888889
Africa,Kenya,,Nairobi,1,30,1996,72,22.22222222
Africa,Kenya,,Nairobi,1,31,1996,76.7,24.83333333
Africa,Kenya,,Nairobi,2,1,1996,71,21.66666667
Africa,Kenya,,Nairobi,2,2,1996,-99,-72.77777778
Africa,Kenya,,Nairobi,2,3,1996,74.9,23.83333333
Africa,Kenya,,Nairobi,2,4,1996,71.9,22.16666667
Africa,Kenya,,Nairobi,2,5,1996,82.3,27.94444444
Africa,Kenya,,Nairobi,2,6,1996,69.9,21.05555556
Africa,Kenya,,Nairobi,2,7,1996,72.6,22.55555556
Africa,Kenya,,Nairobi,2,8,1996,64.8,18.22222222
Africa,Kenya,,Nairobi,2,9,1996,-99,-72.77777778
Africa,Kenya,,Nairobi,2,10,1996,70.1,21.16666667
Africa,Kenya,,Nairobi,2,11,1996,77.1,25.05555556
Africa,Kenya,,Nairobi,2,12,1996,72,22.22222222
Africa,Kenya,,Nairobi,2,13,1996,72.9,22.72222222
Africa,Kenya,,Nairobi,2,14,1996,74.7,23.72222222
Africa,Kenya,,Nairobi,2,15,1996,75.9,24.38888889
Africa,Kenya,,Nairobi,2,16,1996,72.9,22.72222222
Africa,Kenya,,Nairobi,2,17,1996,-99,-72.77777778
Africa,Kenya,,Nairobi,2,18,1996,71.4,21.88888889
Africa,Kenya,,Nairobi,2,19,1996,75.6,24.22222222
Africa,Kenya,,Nairobi,2,20,1996,74.5,23.61111111
Africa,Kenya,,Nairobi,2,21,1996,74,23.33333333
Africa,Kenya,,Nairobi,2,22,1996,76.4,24.66666667
Africa,Kenya,,Nairobi,2,23,1996,75.1,23.94444444
Africa,Kenya,,Nairobi,2,24,1996,75,23.88888889
Africa,Kenya,,Nairobi,2,25,1996,75,23.88888889
Africa,Kenya,,Nairobi,2,26,1996,72.1,22.27777778
Africa,Kenya,,Nairobi,2,27,1996,71.9,22.16666667
Africa,Kenya,,Nairobi,2,28,1996,71.7,22.05555556
Africa,Kenya,,Nairobi,2,29,1996,71.6,22
Africa,Kenya,,Nairobi,3,1,1996,70.8,21.55555556
Africa,Kenya,,Nairobi,3,2,1996,-99,-72.77777778
Africa,Kenya,,Nairobi,3,3,1996,-99,-72.77777778
Africa,Kenya,,Nairobi,3,4,1996,69.2,20.66666667
